"m_id","me_id","employer_name","pln_acronym","tier_no","hire_dt","term_dt","total_service","hire_yr","employer_name_duplicate","level","combined_id","birth_yr","age_based_on_2024","age_at_hire","no_me_id"
277074,283667,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","277074-283667",1999,25,24,1
275974,278428,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","275974-278428",2000,24,23,1
276475,281008,"DEPT OF JUVENILE CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPT OF JUVENILE CORRECTIONS-CORP","State","276475-281008",2003,21,20,1
277674,281219,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","277674-281219",1983,41,40,1
277542,279734,"MARICOPA COUNTY","CODC",3,"2023-12-18","",0.356,2023,"MARICOPA COUNTY - CORP","County","277542-279734",1978,46,45,1
276976,279315,"MARICOPA COUNTY","CODC",3,"2023-12-18","",0.356,2023,"MARICOPA COUNTY - CORP","County","276976-279315",1999,25,24,1
277211,280698,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","277211-280698",2002,22,21,1
2709,280283,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",3.477,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","2709-280283",1989,35,34,2
276895,278437,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","276895-278437",1999,25,24,1
278333,283191,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","278333-283191",2001,23,22,1
277585,279206,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","277585-279206",2000,24,23,1
276422,281965,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","276422-281965",2005,19,18,1
276696,282982,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","2023-12-26",NA,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","276696-282982",2004,20,19,1
277755,278810,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","277755-278810",1999,25,24,1
55388,282322,"PIMA COUNTY","CODC",3,"2023-12-18","",2.584,2023,"PIMA COUNTY - CORP","County","55388-282322",1993,31,30,2
278264,282327,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","278264-282327",1994,30,29,1
77434,282844,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",2.406,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","77434-282844",1988,36,35,2
277912,281129,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","277912-281129",2005,19,18,1
276485,282442,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","276485-282442",1991,33,32,1
120677,280225,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","120677-280225",1980,44,43,2
276480,282796,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","276480-282796",1994,30,29,1
276530,283666,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","2023-12-26",NA,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","276530-283666",1999,25,24,1
276677,278405,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","276677-278405",2002,22,21,1
278175,283512,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","278175-283512",1995,29,28,1
278283,282305,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","278283-282305",2005,19,18,1
276513,280209,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","276513-280209",1999,25,24,1
276786,280644,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","276786-280644",1994,30,29,1
277803,279018,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","277803-279018",2003,21,20,1
276258,283063,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","276258-283063",2004,20,19,1
276251,283235,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","276251-283235",2005,19,18,1
275825,279714,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","275825-279714",2003,21,20,1
277192,280993,"MARICOPA COUNTY","CODC",3,"2023-12-18","",0.356,2023,"MARICOPA COUNTY - CORP","County","277192-280993",1994,30,29,1
276646,283537,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","276646-283537",1998,26,25,1
276695,280364,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","276695-280364",2001,23,22,1
278170,281102,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","278170-281102",2004,20,19,1
277341,282648,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","277341-282648",2000,24,23,1
277617,283399,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-18","",0.356,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","277617-283399",1999,25,24,1
109683,279334,"MARICOPA COUNTY","CODC",3,"2023-12-25","",5.158,2023,"MARICOPA COUNTY - CORP","County","109683-279334",1972,52,51,2
277535,280409,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-26","",0.334,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","277535-280409",1955,69,68,1
277139,279563,"PINAL COUNTY","CODC",3,"2023-12-26","",0.334,2023,"PINAL COUNTY - CORP","County","277139-279563",2004,20,19,1
275817,283461,"YAVAPAI COUNTY","CODC",3,"2023-12-26","",0.334,2023,"YAVAPAI COUNTY - CORP","County","275817-283461",2005,19,18,1
277830,279184,"COCONINO COUNTY","CODC",3,"2023-12-26","2024-04-26",0.09,2023,"COCONINO COUNTY - CORP","County","277830-279184",2003,21,20,1
277373,279026,"PINAL COUNTY","CODC",3,"2023-12-26","",0.334,2023,"PINAL COUNTY - CORP","County","277373-279026",2004,20,19,1
52027,281454,"MARICOPA COUNTY","CODC",3,"2023-12-26","",1.062,2023,"MARICOPA COUNTY - CORP","County","52027-281454",1992,32,31,2
276105,281744,"YAVAPAI COUNTY","CODC",3,"2023-12-26","",0.334,2023,"YAVAPAI COUNTY - CORP","County","276105-281744",2000,24,23,1
276287,279010,"PINAL COUNTY","CODC",3,"2023-12-26","",0.334,2023,"PINAL COUNTY - CORP","County","276287-279010",1994,30,29,1
277265,281663,"PINAL COUNTY","CODC",3,"2023-12-26","",0.334,2023,"PINAL COUNTY - CORP","County","277265-281663",1985,39,38,1
277017,280584,"MARICOPA COUNTY","CODC",3,"2023-12-26","",0.334,2023,"MARICOPA COUNTY - CORP","County","277017-280584",1990,34,33,1
27795,282996,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-26","2024-02-09",1.574,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","27795-282996",1996,28,27,3
278030,279950,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-26","",0.334,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","278030-279950",1971,53,52,1
275438,280817,"PINAL COUNTY","CODC",3,"2023-12-26","",0.334,2023,"PINAL COUNTY - CORP","County","275438-280817",1995,29,28,1
278372,283432,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-12-26","",0.334,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","278372-283432",1992,32,31,1
275889,283013,"YAVAPAI COUNTY","CODC",3,"2023-12-28","",0.329,2023,"YAVAPAI COUNTY - CORP","County","275889-283013",2004,20,19,1
277477,283908,"YAVAPAI COUNTY","CODC",3,"2023-12-28","",0.329,2023,"YAVAPAI COUNTY - CORP","County","277477-283908",1995,29,28,1
277449,282502,"YAVAPAI COUNTY","CODC",3,"2023-12-28","",0.329,2023,"YAVAPAI COUNTY - CORP","County","277449-282502",2001,23,22,1
277340,282934,"LA PAZ COUNTY","CODC",3,"2023-12-29","",0.326,2023,"LA PAZ COUNTY DETENTION","County","277340-282934",2003,21,20,1
277739,280764,"LA PAZ COUNTY","CODC",3,"2023-12-29","",0.326,2023,"LA PAZ COUNTY DETENTION","County","277739-280764",2000,24,23,1
277486,282145,"LA PAZ COUNTY","CODC",3,"2023-12-29","2024-04-07",0.03,2023,"LA PAZ COUNTY DETENTION","County","277486-282145",1977,47,46,1
276495,278420,"LA PAZ COUNTY","CODC",3,"2023-12-29","",0.326,2023,"LA PAZ COUNTY DETENTION","County","276495-278420",2004,20,19,1
276634,281131,"LA PAZ COUNTY","CODC",3,"2023-12-29","",0.326,2023,"LA PAZ COUNTY DETENTION","County","276634-281131",1999,25,24,1
19195,283008,"PIMA COUNTY","CODC",3,"2023-12-31","",0.32,2023,"PIMA COUNTY - CORP","County","19195-283008",1999,25,24,2
80025,282126,"PIMA COUNTY","CORP",2,"2023-12-31","",3.833,2023,"PIMA COUNTY - CORP","County","80025-282126",1997,27,26,2
41196,282161,"PIMA COUNTY","CODC",3,"2023-12-31","",3.05,2023,"PIMA COUNTY - CORP","County","41196-282161",1998,26,25,3
3653,278744,"PIMA COUNTY","CODC",3,"2023-12-31","",1.856,2023,"PIMA COUNTY - CORP","County","3653-278744",2002,22,21,3
62373,282880,"PIMA COUNTY","CORP",2,"2023-12-31","",4.389,2023,"PIMA COUNTY - CORP","County","62373-282880",1991,33,32,2
118700,281218,"PIMA COUNTY","CORP",2,"2023-12-31","2024-02-09",6.697,2023,"PIMA COUNTY - CORP","County","118700-281218",1981,43,42,2
277397,281817,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277397-281817",2005,19,19,1
112376,281335,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","112376-281335",1981,43,43,1
32270,279329,"DEPARTMENT OF CORRECTIONS","CORP",2,"2024-01-02","2024-06-12",2.168,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","32270-279329",1997,27,27,3
277956,280629,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277956-280629",2002,22,22,1
277099,281458,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277099-281458",2004,20,20,1
278242,283664,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","278242-283664",1992,32,32,1
276761,283322,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","276761-283322",1996,28,28,1
276014,280814,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","276014-280814",1994,30,30,1
278042,278669,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","278042-278669",1990,34,34,1
276954,280276,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","2024-01-03",NA,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","276954-280276",1995,29,29,1
275455,280094,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","275455-280094",2000,24,24,1
277270,283679,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277270-283679",1992,32,32,1
277787,281717,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","2024-03-08",NA,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277787-281717",1998,26,26,1
277949,280999,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277949-280999",1996,28,28,1
275987,282448,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","275987-282448",2005,19,19,1
277339,281630,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277339-281630",1998,26,26,1
275949,283575,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","275949-283575",2003,21,21,1
277465,279592,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277465-279592",2004,20,20,1
276470,279680,"MOHAVE COUNTY","CODC",3,"2024-01-02","",0.315,2024,"MOHAVE COUNTY - CORP","County","276470-279680",1993,31,31,1
275362,283428,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","275362-283428",2001,23,23,1
275657,283069,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","275657-283069",1991,33,33,1
278243,279540,"MOHAVE COUNTY","CODC",3,"2024-01-02","",0.315,2024,"MOHAVE COUNTY - CORP","County","278243-279540",1986,38,38,1
276080,279543,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","276080-279543",1996,28,28,1
107176,280615,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","2024-02-14",2.735,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","107176-280615",2000,24,24,2
121827,280797,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","121827-280797",1987,37,37,2
276219,279190,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","276219-279190",1994,30,30,1
276735,279361,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","276735-279361",1999,25,25,1
277071,279458,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277071-279458",2005,19,19,1
277872,281515,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277872-281515",1997,27,27,1
277291,281818,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277291-281818",2005,19,19,1
277273,279263,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277273-279263",1994,30,30,1
276811,280227,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","2024-03-27",NA,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","276811-280227",2000,24,24,1
275846,281618,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","275846-281618",1996,28,28,1
276587,280391,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","276587-280391",1977,47,47,1
71258,280191,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.884,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","71258-280191",1993,31,31,2
275926,278411,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","275926-278411",2001,23,23,1
277284,279346,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277284-279346",1995,29,29,1
276588,283568,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","2024-04-01",NA,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","276588-283568",1992,32,32,1
277658,278982,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277658-278982",1997,27,27,1
82576,278749,"MOHAVE COUNTY","CODC",3,"2024-01-02","",1.99,2024,"MOHAVE COUNTY - CORP","County","82576-278749",1996,28,28,2
275893,282266,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","275893-282266",2004,20,20,1
276300,280780,"GRAHAM COUNTY","CODC",3,"2024-01-02","",0.315,2024,"GRAHAM COUNTY - DETENTION","County","276300-280780",2001,23,23,1
277197,279814,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-02","",0.315,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277197-279814",1981,43,43,1
58184,281450,"DEPT OF PUBLIC SAFETY","CORP",2,"2024-01-06","",12.134,2024,"DEPT. OF PUBLIC SAFETY DETENTION","State","58184-281450",1992,32,32,2
33753,279887,"DEPT OF PUBLIC SAFETY","CODC",3,"2024-01-06","",0.304,2024,"DEPT. OF PUBLIC SAFETY DETENTION","State","33753-279887",1987,37,37,1
277263,283152,"PINAL COUNTY","CODC",3,"2024-01-07","",0.301,2024,"PINAL COUNTY - CORP","County","277263-283152",1994,30,30,1
66434,283597,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-08","",1.772,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","66434-283597",2003,21,21,2
278388,279901,"DEPT OF JUVENILE CORRECTIONS","CODC",3,"2024-01-08","",0.298,2024,"DEPT OF JUVENILE CORRECTIONS-CORP","State","278388-279901",1997,27,27,1
276815,281905,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-08","",0.298,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","276815-281905",1988,36,36,1
83459,279267,"MARICOPA COUNTY","CODC",3,"2024-01-08","",1.284,2024,"MARICOPA COUNTY - CORP","County","83459-279267",2001,23,23,3
275625,283450,"DEPT OF JUVENILE CORRECTIONS","CODC",3,"2024-01-08","",0.298,2024,"DEPT OF JUVENILE CORRECTIONS-CORP","State","275625-283450",2000,24,24,1
19070,281727,"DEPARTMENT OF CORRECTIONS","CORP",1,"2024-01-08","",0.567,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","19070-281727",1964,60,60,1
277368,278597,"MARICOPA COUNTY","CODC",3,"2024-01-08","",0.298,2024,"MARICOPA COUNTY - CORP","County","277368-278597",1993,31,31,1
277871,281236,"MARICOPA COUNTY","CODC",3,"2024-01-08","",0.298,2024,"MARICOPA COUNTY - CORP","County","277871-281236",1999,25,25,1
278113,283579,"APACHE COUNTY","CODC",3,"2024-01-08","",0.298,2024,"APACHE COUNTY - CORP","County","278113-283579",1995,29,29,1
278247,283714,"DEPT OF JUVENILE CORRECTIONS","CODC",3,"2024-01-08","",0.298,2024,"DEPT OF JUVENILE CORRECTIONS-CORP","State","278247-283714",2003,21,21,1
278063,282250,"DEPT OF JUVENILE CORRECTIONS","CODC",3,"2024-01-08","",0.298,2024,"DEPT OF JUVENILE CORRECTIONS-CORP","State","278063-282250",2005,19,19,1
277303,281643,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-08","",0.298,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277303-281643",1956,68,68,1
277084,280319,"MARICOPA COUNTY","CODC",3,"2024-01-08","",0.298,2024,"MARICOPA COUNTY - CORP","County","277084-280319",1987,37,37,1
97700,280573,"MARICOPA COUNTY","CODC",3,"2024-01-08","",2.505,2024,"MARICOPA COUNTY - CORP","County","97700-280573",1996,28,28,2
266917,280545,"MARICOPA COUNTY","CODC",3,"2024-01-08","",0.298,2024,"MARICOPA COUNTY - CORP","County","266917-280545",1999,25,25,2
275432,283082,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-08","2024-04-13",0.019,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","275432-283082",1993,31,31,2
275891,281104,"DEPT OF JUVENILE CORRECTIONS","CODC",3,"2024-01-08","2024-01-19",NA,2024,"DEPT OF JUVENILE CORRECTIONS-CORP","State","275891-281104",1990,34,34,1
276395,279598,"COCHISE COUNTY","CODC",3,"2024-01-08","",0.298,2024,"COCHISE COUNTY - CORP","County","276395-279598",1984,40,40,1
275354,278870,"MARICOPA COUNTY","CODC",3,"2024-01-08","",0.298,2024,"MARICOPA COUNTY - CORP","County","275354-278870",1990,34,34,1
37042,282371,"APACHE COUNTY","CODC",3,"2024-01-08","2024-02-25",1.235,2024,"APACHE COUNTY - CORP","County","37042-282371",2000,24,24,2
19526,278847,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-08","",0.358,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","19526-278847",1997,27,27,3
68881,283307,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-08","",0.298,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","68881-283307",1978,46,46,1
275869,281590,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-08","2024-01-09",NA,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","275869-281590",1991,33,33,1
275324,280420,"YUMA COUNTY","CODC",3,"2024-01-08","",0.298,2024,"YUMA COUNTY - CORP","County","275324-280420",2002,22,22,1
275838,279036,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-08","",0.298,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","275838-279036",1988,36,36,1
276955,281805,"MARICOPA COUNTY","CODC",3,"2024-01-08","",0.298,2024,"MARICOPA COUNTY - CORP","County","276955-281805",1999,25,25,1
275757,281224,"APACHE COUNTY","CODC",3,"2024-01-08","",0.298,2024,"APACHE COUNTY - CORP","County","275757-281224",1984,40,40,1
79529,278683,"SANTA CRUZ COUNTY","CODC",3,"2024-01-08","2024-03-01",1.186,2024,"SANTA CRUZ COUNTY - CORP","County","79529-278683",2000,24,24,2
276652,280937,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-08","",0.298,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","276652-280937",1974,50,50,1
276059,279503,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-08","",0.298,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","276059-279503",1970,54,54,1
277424,281293,"DEPT OF JUVENILE CORRECTIONS","CODC",3,"2024-01-08","",0.298,2024,"DEPT OF JUVENILE CORRECTIONS-CORP","State","277424-281293",1988,36,36,1
117808,280076,"PIMA COUNTY","CODC",3,"2024-01-14","",0.282,2024,"PIMA COUNTY - CORP","County","117808-280076",1985,39,39,1
106478,283905,"DEPT OF JUVENILE CORRECTIONS","CODC",3,"2024-01-14","",1.33,2024,"DEPT OF JUVENILE CORRECTIONS-CORP","State","106478-283905",1962,62,62,2
275737,280895,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-15","",0.279,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","275737-280895",1998,26,26,1
277311,279215,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-15","2024-06-24",0.197,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277311-279215",1995,29,29,1
275337,282335,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-15","",0.279,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","275337-282335",1999,25,25,1
277422,279500,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-15","",0.279,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277422-279500",2004,20,20,1
276781,283866,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-15","",0.279,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","276781-283866",2002,22,22,1
275812,283309,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-15","",0.279,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","275812-283309",2001,23,23,1
277351,281847,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-15","",0.279,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277351-281847",2003,21,21,1
277083,282260,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-15","",0.279,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277083-282260",2000,24,24,1
121637,282505,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-15","",0.279,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","121637-282505",1990,34,34,2
275778,283319,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-15","",0.279,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","275778-283319",1999,25,25,1
277132,279569,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-15","",0.279,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277132-279569",2004,20,20,1
276915,281496,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-15","",0.279,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","276915-281496",1997,27,27,1
278321,283720,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-15","",0.279,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","278321-283720",1996,28,28,1
276459,283756,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-15","",0.279,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","276459-283756",2002,22,22,1
277177,278771,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-15","",0.279,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277177-278771",1986,38,38,1
275528,280282,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-15","",0.279,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","275528-280282",1993,31,31,1
275641,280265,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-15","2024-02-12",NA,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","275641-280265",1992,32,32,1
277490,279649,"DEPARTMENT OF CORRECTIONS","CODC",3,"2024-01-15","",0.279,2024,"DEPARTMENT OF CORRECTIONS - CORP","State","277490-279649",2000,24,24,1
