"m_id","me_id","employer_name","pln_acronym","tier_no","hire_dt","term_dt","total_service","hire_yr","employer_name_duplicate","level","combined_id","birth_dt","age_based_on_2024","age_at_hire"
269619,270334,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","2023-08-09",NA,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269619-270334",2001,23,22
269196,274699,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269196-274699",2002,22,21
269337,271137,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269337-271137",1997,27,26
269678,270952,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269678-270952",1999,25,24
269542,274020,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","2023-09-20",NA,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269542-274020",2004,20,19
92854,272024,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",2.962,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","92854-272024",1997,27,26
269779,270075,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269779-270075",2005,19,18
269724,270009,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269724-270009",1994,30,29
114433,273055,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",1.692,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","114433-273055",1978,46,45
269625,273423,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","2023-08-08",NA,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269625-273423",1992,32,31
269641,272372,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269641-272372",2003,21,20
269525,270187,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","2024-03-29",0.4,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269525-270187",1984,40,39
269604,273331,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269604-273331",2000,24,23
269430,273385,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269430-273385",1996,28,27
269451,273308,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269451-273308",1994,30,29
269505,271870,"MARICOPA COUNTY","CODC",3,"2023-08-07","2023-10-21",NA,2023,"MARICOPA COUNTY - CORP","County","269505-271870",1998,26,25
269400,272027,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269400-272027",2005,19,18
269682,271506,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","2024-05-01",0.49,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269682-271506",2002,22,21
269705,274640,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269705-274640",1999,25,24
269552,275059,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","2024-06-04",0.583,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269552-275059",1994,30,29
269354,270660,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269354-270660",2003,21,20
269207,270190,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269207-270190",2003,21,20
269180,269184,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269180-269184",1994,30,29
269328,270534,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","2024-05-10",0.515,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269328-270534",2004,20,19
269503,274470,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","2024-07-01",0.657,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269503-274470",2003,21,20
269573,272798,"YAVAPAI COUNTY","CODC",3,"2023-08-07","2023-09-15",NA,2023,"YAVAPAI COUNTY - CORP","County","269573-272798",1990,34,33
16379,270177,"PIMA COUNTY","CODC",3,"2023-08-07","",0.72,2023,"PIMA COUNTY - CORP","County","16379-270177",1995,29,28
39358,269076,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","2024-03-08",3.212,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","39358-269076",1993,31,30
269786,271815,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","2024-03-24",0.386,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269786-271815",2001,23,22
269402,272142,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269402-272142",1997,27,26
269720,274096,"YAVAPAI COUNTY","CODC",3,"2023-08-07","2023-09-17",NA,2023,"YAVAPAI COUNTY - CORP","County","269720-274096",1996,28,27
269531,274869,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269531-274869",1999,25,24
269751,270155,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","2024-06-24",0.638,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269751-270155",2003,21,20
269501,270721,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269501-270721",2004,20,19
269614,273330,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269614-273330",2003,21,20
269567,271259,"MARICOPA COUNTY","CODC",3,"2023-08-07","",0.72,2023,"MARICOPA COUNTY - CORP","County","269567-271259",1998,26,25
269279,272331,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269279-272331",2000,24,23
269223,273139,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269223-273139",1989,35,34
269413,273960,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","2024-06-17",0.619,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269413-273960",2005,19,18
269544,271556,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-07","",0.72,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269544-271556",2004,20,19
21966,281984,"PIMA COUNTY","CODC",3,"2023-08-13","",0.704,2023,"PIMA COUNTY - CORP","County","21966-281984",2001,23,22
108159,282698,"PIMA COUNTY","CODC",3,"2023-08-13","",0.704,2023,"PIMA COUNTY - CORP","County","108159-282698",1994,30,29
85146,274273,"PIMA COUNTY","CODC",3,"2023-08-13","",0.704,2023,"PIMA COUNTY - CORP","County","85146-274273",1999,25,24
269512,274265,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269512-274265",2001,23,22
119123,271439,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","119123-271439",1976,48,47
269227,272169,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269227-272169",2003,21,20
269791,270296,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269791-270296",1994,30,29
10308,271333,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","10308-271333",1978,46,45
269489,273491,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269489-273491",1996,28,27
269562,274868,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269562-274868",1988,36,35
269588,272686,"MOHAVE COUNTY","CODC",3,"2023-08-14","",0.701,2023,"MOHAVE COUNTY - CORP","County","269588-272686",1990,34,33
269473,270547,"MARICOPA COUNTY","CODC",3,"2023-08-14","2023-08-21",NA,2023,"MARICOPA COUNTY - CORP","County","269473-270547",2003,21,20
269327,269798,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269327-269798",1971,53,52
269272,271498,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269272-271498",1986,38,37
269267,271834,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269267-271834",2004,20,19
269659,271976,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269659-271976",2002,22,21
269280,271602,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269280-271602",2001,23,22
269356,274227,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269356-274227",1999,25,24
269570,273815,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269570-273815",2000,24,23
269538,272793,"GILA COUNTY","CODC",3,"2023-08-14","2024-03-11",0.331,2023,"GILA COUNTY - CORP","County","269538-272793",2004,20,19
269364,270020,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269364-270020",2001,23,22
269278,273425,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269278-273425",2001,23,22
269690,273763,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269690-273763",1996,28,27
269717,274843,"MARICOPA COUNTY","CODC",3,"2023-08-14","2023-10-29",NA,2023,"MARICOPA COUNTY - CORP","County","269717-274843",1988,36,35
269437,272184,"MARICOPA COUNTY","CODC",3,"2023-08-14","",0.701,2023,"MARICOPA COUNTY - CORP","County","269437-272184",2001,23,22
269404,271015,"MARICOPA COUNTY","CODC",3,"2023-08-14","2024-01-24",0.203,2023,"MARICOPA COUNTY - CORP","County","269404-271015",2000,24,23
269499,274339,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269499-274339",2004,20,19
39455,271398,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","2023-10-29",0.559,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","39455-271398",2001,23,22
269677,270034,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269677-270034",1972,52,51
269419,270159,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269419-270159",2001,23,22
269734,272896,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269734-272896",1999,25,24
269369,274359,"MARICOPA COUNTY","CODC",3,"2023-08-14","2023-09-06",NA,2023,"MARICOPA COUNTY - CORP","County","269369-274359",1993,31,30
269441,274356,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269441-274356",2003,21,20
103716,274586,"MARICOPA COUNTY","CODC",3,"2023-08-14","",0.701,2023,"MARICOPA COUNTY - CORP","County","103716-274586",1991,33,32
269494,272935,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269494-272935",2002,22,21
269592,274693,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269592-274693",1999,25,24
269294,273722,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269294-273722",1972,52,51
269609,271262,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269609-271262",2004,20,19
269470,273712,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269470-273712",2004,20,19
269462,271645,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269462-271645",1998,26,25
269693,271785,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269693-271785",2000,24,23
269467,272927,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269467-272927",1994,30,29
269735,273311,"GRAHAM COUNTY","CODC",3,"2023-08-14","2024-01-24",0.203,2023,"GRAHAM COUNTY - DETENTION","County","269735-273311",2005,19,18
269737,275092,"GRAHAM COUNTY","CODC",3,"2023-08-14","2024-01-19",0.189,2023,"GRAHAM COUNTY - DETENTION","County","269737-275092",2005,19,18
123582,271012,"MOHAVE COUNTY","CODC",3,"2023-08-14","",1.136,2023,"MOHAVE COUNTY - CORP","County","123582-271012",1997,27,26
269256,274111,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269256-274111",2003,21,20
269719,274155,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269719-274155",2001,23,22
27338,274219,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",2.308,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","27338-274219",1996,28,27
105359,272239,"MARICOPA COUNTY","CODC",3,"2023-08-14","2023-08-28",0.304,2023,"MARICOPA COUNTY - CORP","County","105359-272239",1996,28,27
269301,272480,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","2024-05-02",0.474,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269301-272480",1986,38,37
269260,271752,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269260-271752",2002,22,21
269315,271869,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269315-271869",1988,36,35
269314,273629,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269314-273629",2000,24,23
269784,272370,"MARICOPA COUNTY","CODC",3,"2023-08-14","",0.701,2023,"MARICOPA COUNTY - CORP","County","269784-272370",2003,21,20
269378,274045,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269378-274045",2000,24,23
269193,270120,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269193-270120",2002,22,21
269700,269832,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","2024-02-22",0.282,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269700-269832",1986,38,37
269324,275116,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-14","",0.701,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269324-275116",1999,25,24
53903,272779,"DEPARTMENT OF CORRECTIONS","CORP",2,"2023-08-16","",4.561,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","53903-272779",1993,31,30
269739,274325,"PINAL COUNTY","CODC",3,"2023-08-20","",0.684,2023,"PINAL COUNTY - CORP","County","269739-274325",2004,20,19
7952,274607,"MARICOPA COUNTY","CODC",3,"2023-08-21","",4.723,2023,"MARICOPA COUNTY - CORP","County","7952-274607",1992,32,31
269230,273967,"YUMA COUNTY","CODC",3,"2023-08-21","2023-09-11",NA,2023,"YUMA COUNTY - CORP","County","269230-273967",1995,29,28
267614,272290,"MARICOPA COUNTY","CODC",3,"2023-08-21","2024-05-12",0.764,2023,"MARICOPA COUNTY - CORP","County","267614-272290",1981,43,42
269192,270114,"MARICOPA COUNTY","CODC",3,"2023-08-21","",0.682,2023,"MARICOPA COUNTY - CORP","County","269192-270114",2000,24,23
269742,272857,"COCONINO COUNTY","CODC",3,"2023-08-21","",0.682,2023,"COCONINO COUNTY - CORP","County","269742-272857",1998,26,25
269213,270004,"COCHISE COUNTY","CODC",3,"2023-08-21","2024-03-18",0.331,2023,"COCHISE COUNTY - CORP","County","269213-270004",2003,21,20
276095,280816,"SANTA CRUZ COUNTY","CODC",3,"2023-08-21","2023-10-20",NA,2023,"SANTA CRUZ COUNTY - CORP","County","276095-280816",1997,27,26
269781,274845,"COCHISE COUNTY","CODC",3,"2023-08-21","",0.682,2023,"COCHISE COUNTY - CORP","County","269781-274845",2005,19,18
3476,272133,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-21","",0.682,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","3476-272133",1993,31,30
269516,271308,"COCHISE COUNTY","CODC",3,"2023-08-21","",0.682,2023,"COCHISE COUNTY - CORP","County","269516-271308",2005,19,18
269226,272410,"COCHISE COUNTY","CODC",3,"2023-08-21","",0.682,2023,"COCHISE COUNTY - CORP","County","269226-272410",1999,25,24
4655,274075,"MARICOPA COUNTY","CORP",2,"2023-08-21","",9.801,2023,"MARICOPA COUNTY - CORP","County","4655-274075",1994,30,29
269194,274708,"YUMA COUNTY","CODC",3,"2023-08-21","",0.682,2023,"YUMA COUNTY - CORP","County","269194-274708",1996,28,27
269398,270335,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-21","2024-05-17",0.496,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269398-270335",1980,44,43
269376,271747,"NAVAJO COUNTY","CODC",3,"2023-08-27","",0.665,2023,"NAVAJO COUNTY - CORP","County","269376-271747",2005,19,18
269421,273915,"NAVAJO COUNTY","CODC",3,"2023-08-27","",0.665,2023,"NAVAJO COUNTY - CORP","County","269421-273915",1998,26,25
117865,279626,"NAVAJO COUNTY","CORP",2,"2023-08-27","",1.104,2023,"NAVAJO COUNTY - CORP","County","117865-279626",1963,61,60
269606,272904,"NAVAJO COUNTY","CODC",3,"2023-08-27","",0.665,2023,"NAVAJO COUNTY - CORP","County","269606-272904",2005,19,18
269563,272009,"NAVAJO COUNTY","CODC",3,"2023-08-27","",0.665,2023,"NAVAJO COUNTY - CORP","County","269563-272009",2003,21,20
269386,274675,"NAVAJO COUNTY","CODC",3,"2023-08-27","",0.665,2023,"NAVAJO COUNTY - CORP","County","269386-274675",2002,22,21
269239,274034,"NAVAJO COUNTY","CODC",3,"2023-08-27","",0.665,2023,"NAVAJO COUNTY - CORP","County","269239-274034",1994,30,29
269285,274076,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","2024-04-15",0.389,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269285-274076",2005,19,18
269259,273576,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269259-273576",2003,21,20
269204,270154,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","2024-06-26",0.586,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269204-270154",1963,61,60
269415,270670,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269415-270670",1994,30,29
269497,272669,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269497-272669",2000,24,23
269389,274093,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269389-274093",2000,24,23
269322,270450,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269322-270450",2005,19,18
269769,270923,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269769-270923",2004,20,19
269689,271443,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269689-271443",1991,33,32
269741,274331,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269741-274331",1997,27,26
269433,271561,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269433-271561",1995,29,28
269500,271550,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269500-271550",1993,31,30
269748,273685,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269748-273685",1992,32,31
96595,271434,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","96595-271434",1962,62,61
269475,271446,"MOHAVE COUNTY","CODC",3,"2023-08-28","",0.663,2023,"MOHAVE COUNTY - CORP","County","269475-271446",1988,36,35
269664,270719,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","2024-04-26",0.419,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269664-270719",2003,21,20
269703,274046,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","2024-02-06",0.2,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269703-274046",1985,39,38
269586,273512,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269586-273512",1986,38,37
269730,272378,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269730-272378",2004,20,19
269509,273314,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269509-273314",2004,20,19
104272,274506,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","2024-06-28",1.498,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","104272-274506",2002,22,21
269672,275064,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","2024-06-18",0.564,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269672-275064",1998,26,25
269362,273037,"MARICOPA COUNTY","CODC",3,"2023-08-28","",0.663,2023,"MARICOPA COUNTY - CORP","County","269362-273037",1997,27,26
269381,271884,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269381-271884",2005,19,18
269681,270051,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269681-270051",1995,29,28
269331,269888,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269331-269888",2004,20,19
269408,270636,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269408-270636",1990,34,33
269657,271113,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269657-271113",2003,21,20
269238,272885,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269238-272885",2000,24,23
269645,271895,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269645-271895",2003,21,20
269680,272199,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269680-272199",2004,20,19
269217,274461,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","2024-06-08",0.537,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269217-274461",1996,28,27
269668,269876,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269668-269876",2004,20,19
269382,273127,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269382-273127",2005,19,18
269201,272061,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269201-272061",2003,21,20
269188,273868,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269188-273868",2004,20,19
269228,272044,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269228-272044",2005,19,18
269266,274700,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269266-274700",1992,32,31
269655,274722,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269655-274722",1982,42,41
269417,275097,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269417-275097",2003,21,20
269237,275101,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-08-28","",0.663,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","269237-275101",1983,41,40
91549,278764,"DEPARTMENT OF CORRECTIONS","CODC",3,"2023-09-01","",0.652,2023,"DEPARTMENT OF CORRECTIONS - CORP","State","91549-278764",1989,35,34
269626,272872,"YAVAPAI COUNTY","CODC",3,"2023-09-03","",0.646,2023,"YAVAPAI COUNTY - CORP","County","269626-272872",2004,20,19
